accepted_family,accepted_genus,accepted_name,species_name_raw,species_name,iucn,name_matched,overall_score,taxonomic_status,accepted_author,publicacion,colector,herbarios,nombre_comun,registro_dep,regiones_ecologicas,sinampe,herbarios_peruanos,observaciones,autor_from_papers
Cactaceae,Haageocereus,Haageocereus pseudomelanostele,115. Haageocereus pseudomelanostele (Werderm. & Backeb.) Backeb. subsp. acanthocladus (Rauh & Backeb.) Ostolaza,Haageocereus pseudomelanostele subsp. Acanthocladus,NA,Haageocereus pseudomelanostele,0.9,Accepted,(Werderm. & Backeb.) Backeb.,Brit. Cact. Succ. J. 21(2): 94. 2003.,NA,NA,Desconocido.,LI.,MDE; 1400—1700 m.,Sin registro.,USM (2).,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus pseudomelanostele,116. Haageocereus pseudomelanostele (Werderm. & Backeb.) Backeb. subsp. aureispinus (Rauh & Backeb.) Ostolaza,Haageocereus pseudomelanostele subsp. Aureispinus,NA,Haageocereus pseudomelanostele,0.9,Accepted,(Werderm. & Backeb.) Backeb.,"Cactaceae Consensus Initiatives, 6: 9. 1998.",NA,NA,Desconocido.,LI.,"DST, MDE; 500— 2000m.",Sin registro.,USM (1).,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus pseudomelanostele,117. Haageocereus pseudomelanostele (Werderm. & Backeb.) Backeb. subsp. setosus (Ackers) Backeb.,Haageocereus pseudomelanostele subsp. Setosus,NA,Haageocereus pseudomelanostele,0.9,Accepted,(Werderm. & Backeb.) Backeb.,NA,NA,NA,Desconocido.,LI.,MDE; altitud desconocida.,Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus pseudomelanostele,118. Haageocereus pseudomelanostele (Werderm. & Backeb.) Backeb. subsp. turbidus (Rauh & Backeb.) Ostolaza,Haageocereus pseudomelanostele subsp. Turbidus,NA,Haageocereus pseudomelanostele,0.9,Accepted,(Werderm. & Backeb.) Backeb.,"Cactaceae Consensus Initiatives, 6: 9. 1998.",NA,NA,Desconocido.,"AY, IC.","DST, MDE; 500— 2000 m.",Sin registro.,USM (1).,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus pseudoversicolor,119. Haageocereus pseudoversicolor Rauh & Backeb.,Haageocereus pseudoversicolor,NA,Haageocereus pseudoversicolor,1,Accepted,Rauh & Backeb.,Descr. Cact. Nov. 23. 1956.,NA,NA,Desconocido.,"LA, LL.",DCT; 200—500m.,Sin registro.,Ninguno.,"Cactus arbustivo. Esta especie ha sido reconocida por Hunt (1999) y Anderson (2001). No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus subtilispinus,120. Haageocereus subtilispinus F. Ritter,Haageocereus subtilispinus,NA,Haageocereus subtilispinus,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1419. 1981.,F. Ritter 582,NA,Desconocido.,AR.,DST; 0—500.,Sin registro.,Ninguno.,"Cactus arbustivo, semierecto. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus tenuis,121. Haageocereus tenuis F. Ritter,Haageocereus tenuis,NA,Haageocereus tenuis,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1421. 1981.,F. Ritter 569,NA,Desconocido.,LI.,DST; 0—500 m.,Sin registro.,USM (2).,"Cactus arbustivo, postrado. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus versicolor,122. Haageocereus versicolor (Werderm. & Backeb.) Backeb.,Haageocereus versicolor,NA,Haageocereus versicolor,1,Accepted,(Werderm. & Backeb.) Backeb.,Blatt. Kakteenf. 1936.,C. Backeberg s.n.,NA,Desconocido.,"LA, PI, TU.","DCT, MDE; 0— 1500 m.",Sin registro.,USM (2).,"Cactus arbustivo, columnar o decumbente. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus vulpes,123. Haageocereus vulpes F. Ritter,Haageocereus vulpes,NA,Haageocereus vulpes,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1423. 1981.,F. Ritter 1059,NA,Desconocido.,LI.,DST; 0—500 m.,Sin registro.,Ninguno.,"Cactus arbustivo, columnar, hasta 2 m de alto. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Haageocereus,Haageocereus zangalensis,124. Haageocereus zangalensis F. Ritter,Haageocereus zangalensis,NA,Haageocereus zangalensis,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1424. 1981.,F. Ritter 1074,NA,Desconocido.,CA.,MDE; 1500—2000 m.,Sin registro.,Ninguno.,"Cactus arbustivo, decumbente. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Hylocereus,Hylocereus peruvianus,125. Hylocereus peruvianus Backeb.,Hylocereus peruvianus,NA,Hylocereus peruvianus,1,Accepted,Backeb.,Blätt. Kakteenf. 7(Nacht.): 15. 1937.,C. Reynel et al. 3238,NA,Desconocido.,"CA, LA, PI.",DCT; 400 m.,Sin registro.,Ninguno.,"Cactus leñoso trepador. Esta es una especie poco estudiada. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Lasiocereus,Lasiocereus fulvus,126. Lasiocereus fulvus F. Ritter,Lasiocereus fulvus,NA,Lasiocereus fulvus,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1479. 1981.,F. Ritter 1303,U.,Desconocido.,AM.,MDE; 500—1700 m.,Sin registro.,USM (3).,"Cactus arbustivo, hasta 3 m. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Lasiocereus,Lasiocereus rupicola,127. Lasiocereus rupicola F. Ritter,Lasiocereus rupicola,NA,Lasiocereus rupicola,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1478. 1981.,F. Ritter 661,U.,Desconocido.,CA.,MDE; 2000—2600 m.,Sin registro.,USM (3).,"Cactus arbustivo, hasta 4 m. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Lepismium,Lepismium brevispinum,128. Lepismium brevispinum Barthlott,Lepismium brevispinum,NA,Lepismium brevispinum,1,Accepted,Barthlott,Bradleya 5: 99. 1987.,W. Rauh 27,NA,Desconocido.,AM.,"MDE, BS; 1500— 2000 m.",Sin registro.,USM (3).,"Cactus arbustivo, hasta 2 m. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Lepismium,Lepismium micranthum,129. Lepismium micranthum (Vaupel) Barthlott,Lepismium micranthum,NA,Lepismium micranthum,1,Accepted,(Vaupel) Barthlott,Bradleya 5: 99. 1987.,A. Weberbauer 1353,US.,Desconocido.,PU.,BMHM; 2100 m.,Sin registro.,Ninguno.,"Cactus arbustivo, erecto a péndulo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Cleistocactus,Cleistocactus serpens,130. Loxanthocereus sulcifer Rauh & Backeb.,Loxanthocereus sulcifer,NA,Loxanthocereus sulcifer,1,Synonym,(Kunth) A. Weber,Descr. Cact. Nov. 14. 1956.,W. Rauh 52,NA,Desconocido.,"AN, CA, LL.",MDE; 1000—3500 m.,Sin registro.,Ninguno.,"Cactus trepador o postrado. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Cleistocactus,Cleistocactus clavispinus,131. Loxanthocereus deserticola F. Ritter,Loxanthocereus deserticola,NA,Loxanthocereus deserticola,1,Synonym,(Rauh & Backeb.) Ostolaza,Kakteen Sudamer. 4: 1458. 1981.,F. Ritter 185,NA,Desconocido.,"AY, IC.",MDE; 1500—2000 m.,Sin registro.,Ninguno.,"Ostolaza (1998b) y Hunt (1999) lo consideran, con duda, un sinónimo de Cleistocactus clavispinus; de acuerdo a Hunt (1999), probablemente sea híbrido entre Cleistocactus sp. y Haageocereus sp. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Loxanthocereus,Loxanthocereus erectispinus,132. Loxanthocereus erectispinus Rauh & Backeb.,Loxanthocereus erectispinus,NA,Loxanthocereus erectispinus,1,Accepted,Rauh & Backeb.,Descr. Cact. Nov. 15. 1956.,W. Rauh 98,NA,Desconocido.,AN.,MDE; 1500—2500 m.,Sin registro.,Ninguno.,"Hunt (1999) la considera un probable híbrido entre Cleistocactus sp. y Espostoa sp. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Loxanthocereus,Loxanthocereus hoffmannii,133. Loxanthocereus hoffmannii F. Ritter,Loxanthocereus hoffmannii,NA,Loxanthocereus hoffmannii,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1461. 1981.,Hoffmann s.n.,NA,Desconocido.,LI.,DST; 0—500 m.,Sin registro.,Ninguno.,"Hunt (1999) la considera un probable híbrido entre Cleistocactus sp. y Espostoa sp. El nombre de este taxón requiere revisarse, pues podría ser un nombre inválido de acuerdo a Eggli y Taylor (1992). No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana aurantiaca,134. Matucana aurantiaca (Vaupel) Buxb. subsp. aurantiaca,Matucana aurantiaca subsp. Aurantiaca,NA,Matucana aurantiaca,0.9,Accepted,(Vaupel) Buxb.,NA,A. Weberbauer 3846,NA,Desconocido.,"CA, LL.",MDE; 2000—2500 m.,Sin registro.,"CPUN (1), USM (3).","Cactus usualmente solitario de hasta 35 cm de alto. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana aurantiaca,135. Matucana aurantiaca (Vaupel) Buxb. subsp. currundayensis (F. Ritter) Mottram 1997,Matucana aurantiaca subsp. Currundayensis,NA,Matucana aurantiaca,0.9,Accepted,(Vaupel) Buxb.,"Die Kakteen 1, 9. 1973.",F. Ritter 164,"U, SGO, ZSS.",Desconocido.,"AN, CA, LL.",MDE; 2000—2500 m.,Sin registro.,USM (1).,"Cactus arbustivo conocido de por lo menos cuatro localidades. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana aureiflora,136. Matucana aureiflora F. Ritter,Matucana aureiflora,NA,Matucana aureiflora,1,Accepted,F. Ritter,Kakteen Sukk. 16: 229. 1965.,F. Ritter 1310,U.,Desconocido.,CA.,MA; 2900 m.,Sin registro.,Ninguno.,"Esta especie se conoce de la cuenca del río Cajamarca. No ha sido posible evaluarla, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana formosa,137. Matucana formosa F. Ritter,Matucana formosa,NA,Matucana formosa,1,Accepted,F. Ritter,Taxon 12(3): 125. 1963.,F. Ritter 658,NA,Desconocido.,"CA, LL.","MDE, BS; 500— 1000 m.",Sin registro.,Ninguno.,"Cactus globoso. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana fruticosa,138. Matucana fruticosa F. Ritter,Matucana fruticosa,NA,Matucana fruticosa,1,Accepted,F. Ritter,Succulenta (Netherlands) 45(8): 117. 1966.,F. Ritter 1307,NA,Desconocido.,CA.,MDE; 1500—2500 m.,Sin registro.,Ninguno.,"Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana hastifera,139. Matucana hastifera F. Ritter NE,Matucana hastifera,NE,Matucana hastifera,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1496. 1981.,F. Ritter 1306,NA,Desconocido.,AN.,MA; 3000—3500 m.,Sin registro.,Ninguno.,"De acuerdo a Hunt (1999) es sinónimo de Matucana aurantiaca subsp. currundayensis. Ostolaza la considera una buena especie (2005 com. pers.). No ha sido posible evaluarlo, ni asignarle una categoría.",F. Ritter
Cactaceae,Matucana,Matucana haynei,140. Matucana haynei (Otto ex Salm-Dyck) Britton & Rose,Matucana haynei,NA,Matucana haynei,1,Accepted,(Otto ex Salm-Dyck) Britton & Rose,1922.,J.N. Rose 18651,NA,Desconocido.,LI.,"MA, PSH; 2000— 3000 m.",Sin registro.,USM (5).,"Cactus globoso. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana haynei,141. Matucana haynei (Otto ex Salm-Dyck) Britton & Rose subsp. herzogiana (Backeb.) Mottram 1997,Matucana haynei subsp. Herzogiana,NA,Matucana haynei,0.9,Accepted,(Otto ex Salm-Dyck) Britton & Rose,"Cact. 3: 102—103, f. 109. 1922.",NA,NA,Desconocido.,AN.,"MDE, MA; 2000— 3000 m.",PNH,USM (2).,"Cactus globoso conocido del centro del país. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana haynei subsp. hystrix,142. Matucana haynei (Otto ex Salm-Dyck) Britton & Rose subsp. hystrix (Rauh & Backeb.) Mottram 1997,Matucana haynei subsp. hystrix,NA,Matucana haynei subsp. hystrix,1,Accepted,(Rauh & Backeb.) Mottram,"Cact. 3: 102—103, f. 109. 1922.",W. Rauh K113,"SGO, ZSS.",Desconocido.,"AR, AY.","MDE, MA; 2000— 3000 m.",Sin registro.,USM (1).,"Cactus globoso conocido del sur del país. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana haynei,143. Matucana haynei (Otto ex Salm-Dyck) Britton & Rose subsp. myriacantha (Vaupel) Mottram 1997,Matucana haynei subsp. Myriacantha,NA,Matucana haynei,0.9,Accepted,(Otto ex Salm-Dyck) Britton & Rose,"Cact. 3: 102—103, f. 109. 1922.",A. Weberbauer 4272,"U, SGO, ZSS.",Desconocido.,"AM, CA, LL.","MDE, MA; 1500— 3500 m.",PNH,Ninguno.,"Cactus de tallo corto. Este taxón se halla en cultivo en Jardín Botánico San Marcos (Cajamarca). No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana huagalensis,144. Matucana huagalensis (Donald & A.B. Lau) Bregman,Matucana huagalensis,NA,Matucana huagalensis,1,Accepted,(Donald & A.B. Lau) Bregmann,Succulenta (Netherlands) 67(7—8): 155. 1988.,Lau 174,NA,Desconocido.,CA.,MDE; 2000—2500 m.,Sin registro.,Ninguno.,"Cactus globoso a cilíndrico usualmente solitario. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana hystrix,145. Matucana hystrix Rauh & Backeb.,Matucana hystrix,NA,Matucana hystrix,1,Accepted,Rauh & Backeb.,Descr. Cact. Nov. 19. 1956.,W. Rauh 113,NA,Desconocido.,AY.,"MA, PSH; 3000— 4000 m.",Sin registro.,Ninguno.,"Cactus globoso a cilíndrico usualmente solitario. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana intertexta,146. Matucana intertexta F. Ritter,Matucana intertexta,NA,Matucana intertexta,1,Accepted,F. Ritter,Taxon 12(3): 125. 1963.,F. Ritter 693,NA,Desconocido.,CA.,MDE; 2000—2600 m.,Sin registro.,USM (3).,"Cactus globoso a cilíndrico usualmente solitario. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana krahnii,147. Matucana krahnii (Donald) Bregmann,Matucana krahnii,NA,Matucana krahnii,1,Accepted,(Donald) Bregmann,Kakteen Sukk. 37(12): 253. 1986.,P.C. Hutchison & Krahn 4954,NA,Desconocido.,AM.,"MA, PSH; 1500— 2000 m.",Sin registro.,Ninguno.,"Cactus globoso a cilíndrico usualmente solitario. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana madisoniorum,148. Matucana madisoniorum (Hutchison) G.D. Rowley,Matucana madisoniorum,NA,Matucana madisoniorum,1,Accepted,(Hutchison) G.D. Rowley,Repert. Pl. Succ. 22: 10. 1971.,P.C. Hutchison 1521,"UC, US.",Desconocido.,AM.,BS; 400 m.,Sin registro.,Ninguno.,"Cactus globoso a cilíndrico usualmente solitario. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana oreodoxa,149. Matucana oreodoxa (F. Ritter) Slaba,Matucana oreodoxa,NA,Matucana oreodoxa,1,Accepted,(F. Ritter) Slaba,Kaktusy 22(6): 130. 1986.,F. Ritter s.n.,NA,Desconocido.,AN.,MA; 2500—3000 m.,Sin registro.,Ninguno.,"Cactus globoso a cilíndrico usualmente solitario. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana paucicostata,150. Matucana paucicostata F. Ritter,Matucana paucicostata,NA,Matucana paucicostata,1,Accepted,F. Ritter,Taxon 12(3): 124—125. 1963.,F. Ritter 597,NA,Desconocido.,AN.,MDE; 2000—2500 m.,Sin registro.,Ninguno.,"Cactus globoso a cilíndrico usualmente solitario. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana polzii,"151. Matucana polzii L. Diers, Donald & E. Zecher",Matucana polzii,NA,Matucana polzii,1,Accepted,"Diers, Donald & Zecher",Kakteen Sukk. 37(6): 118. 1986.,Zecher 762,NA,Desconocido.,Sin datos.,MDE; 2100—2300 m.,Sin registro.,Ninguno.,"Cactus globoso a cilíndrico usualmente solitario. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana pujupatii,152. Matucana pujupatii (Donald & A.B. Lau) Bregmann,Matucana pujupatii,NA,Matucana pujupatii,1,Accepted,(Donald & A.B. Lau) Bregmann,Willdenowia 17(1): 179. 1988.,Lau 107,NA,Desconocido.,CA.,MDE; 0—500 m.,Sin registro.,USM (1).,"Cactus globoso a cilíndrico usualmente solitario. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana ritteri,153. Matucana ritteri Buining,Matucana ritteri,NA,Matucana ritteri,1,Accepted,Buining,Succulenta (Netherlands) 1: 2. 1959.,F. Ritter 299,NA,Desconocido.,LI.,MDE; 2000—2500 m.,Sin registro.,Ninguno.,"Cactus globoso a cilíndrico usualmente solitario. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana tuberculata,154. Matucana tuberculata (Donald) Bregmann,Matucana tuberculata,NA,Matucana tuberculata,1,Accepted,"(Donald) Bregmann, Meerst., Melis & A.B. Pullen",Succulenta (Netherlands) 66(9): 175. 1987.,P.C. Hutchison 6218,NA,Desconocido.,LL.,MDE; 1500—2500 m.,Sin registro.,Ninguno.,"Cactus globoso a cilíndrico usualmente solitario. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana weberbaueri,155. Matucana weberbaueri (Vaupel) Backeb.,Matucana weberbaueri,NA,Matucana weberbaueri,1,Accepted,(Vaupel) Backeb.,Beitr. Sukkulentenk. Sukkulentenpflege 1939: 42. 1939.,A. Weberbauer 4271,US.,Desconocido.,AM.,BS; 2000—2500 m.,Sin registro.,Ninguno.,"Cactus globoso a cilíndrico usualmente solitario. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Matucana,Matucana mirabilis,156. Matucana mirabilis Buining DD,Matucana mirabilis,DD,Matucana mirabilis,1,Accepted,Buining,Sukkulentenkunde 7—8: 39. 1963.,Ackers s.n.,NA,Desconocido.,LI.,MA; 2500—3000 m.,Sin registro.,Ninguno.,"Cactus globoso o cilíndrico que crece en grupos. Hunt (1992) sugirió que se trataba de un híbrido entre Cleistocactus fieldianus y Matucana supertexta. Ha sido transferida al notogénero xCleistocana mirabilis (Hunt 1999), aunque no fue tratada por Anderson (2001).",Buining
Cactaceae,Melocactus,Melocactus bellavistensis,157. Melocactus bellavistensis Rauh & Backeb. subsp. onychacanthus (F. Ritter) N. Taylor,Melocactus bellavistensis subsp. Onychacanthus,NA,Melocactus bellavistensis,0.9,Accepted,Rauh & Backeb.,Bradleya 9: 66. 1991.,F. Ritter 700,NA,Desconocido.,"AM, CA, LL.",MDE; 1000—2000 m.,Sin registro.,Ninguno.,"Cactus globoso a cilíndrico usualmente solitario. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Mila,Mila caespitosa,158. Mila caespitosa Britton & Rose,Mila caespitosa,NA,Mila caespitosa,1,Accepted,Britton & Rose,"Cact. 3: 211—212, pl. 22, f. 2. 1922.",J.N. Rose 18555,US.,Desconocido.,LI.,"DST, MDE; 420— 1100 m.",Sin registro.,USM (7).,"Cactus globoso a cilíndrico. Esta especie es una de las representantes de este género endémico, con necesidad de una revisión taxonómica. Algunas de sus subpoblaciones están afectadas por la expansión urbana de la ciudad de Lima. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Mila,Mila colorea,159. Mila colorea F. Ritter,Mila colorea,NA,Mila colorea,1,Accepted,F. Ritter,Kakteen Sudamer. 4: 1341. 1981.,F. Ritter 699,NA,Desconocido.,AN.,MDE; 2000—2500 m.,Sin registro.,Ninguno.,"Aceptada provisionalmente por Hunt (1999), pero considerada por Ostolaza (2005 com. pers.) como sinónimo de Mila pugionifera , mientras que Anderson (2001) la considera de Mila caespitosa. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Mila,Mila nealeana,160. Mila nealeana Backeb.,Mila nealeana,NA,Mila nealeana,1,Accepted,Backeb.,Blatt. Kakteenf. 1(1):2. 1934.,C. Backeberg s.n.,NA,Desconocido.,LI.,MDE; 1000—2500 m.,Sin registro.,Ninguno.,"Aceptada por Hunt (1999) y Ostolaza (2005 com. pers.), pero considerada sinónimo de Mila caespitosa por Anderson (2001). No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Neoraimondia,Neoraimondia arequipensis,161. Neoraimondia arequipensis Backeb.,Neoraimondia arequipensis,NA,Neoraimondia arequipensis,1,Accepted,(Meyen) Backeb.,Blatt. Kakteenf. 1936. .,Meyer s.n.,NA,Gigantón.,"AR, IC, LI.",MDE; 700 m.,Sin registro.,"HAO (2), HUSA (3), USM (6).","Cactus arbustivo. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
Cactaceae,Neoraimondia,Neoraimondia arequipensis,162. Neoraimondia arequipensis Backeb. subsp. roseiflora (Werdermann & Backeb.) Ostolaza LC,Neoraimondia arequipensis subsp. Roseiflora,LC,Neoraimondia arequipensis,0.9,Accepted,(Meyen) Backeb.,"Cactaceae Consensus Initiatives, 6: 9. 1998.",NA,NA,Desconocido.,"AY, CA, HV, IC, LL, LI.","DST, MDE; 500— 1500 m.",Sin registro.,"HUT (1), USM (5).",Cactus arbustivo conocido de varias localidades en valles interandinos.,Backeb. subsp. roseiflora Werdermann & Backeb. Ostolaza
Cactaceae,Neowerdermannia,Neowerdermannia chilensis,"163. Neowerdermannia chilensis Backeberg subsp. peruviana (F. Ritter) Ostolaza 1998 EN, A2; D",Neowerdermannia chilensis subsp. Peruviana,"EN, A2; D",Neowerdermannia chilensis,0.9,Accepted,Backeb.,"Cactaceae Consensus Initiatives, 6: 9. 1998.",F. Ritter 191,"U, ZSS.",Desconocido.,"MO, TA.",PD; 3500—4000 m.,Sin registro.,USM (1).,Cactus globoso aparentemente restringido al sur del país. El ejemplar tipo proviene de un área influenciada por actividad minera.,Backeberg subsp. peruviana F. Ritter Ostolaza 1998
Cactaceae,Opuntia,Opuntia apurimacensis,164. Opuntia apurimacensis (F. Ritter) R. Crook & Mottram,Opuntia apurimacensis,NA,Opuntia apurimacensis,1,Accepted,(F. Ritter) R. Crook & Mottram,Bradleya 13: 100. 1995.,F. Ritter 1323,NA,Desconocido.,AP.,MDE; 2000—2500 m.,Sin registro.,Ninguno.,"Cactus arbustivo semipostrado a erecto, hasta 1 m de alto. No ha sido posible evaluarlo, ni asignarle una categoría.",NA
